Formula,Material Class,H2 wt %,HtoM,Delta H,Pressure,Temperature,meanatomic_weight,varienceatomic_weight,minatomic_weight,maxatomic_weight,meanX_pauling,varienceX_pauling,minX_pauling,maxX_pauling,meanZ,varienceZ,minZ,maxZ,meanX_mulliken,varienceX_mulliken,minX_mulliken,maxX_mulliken,meandensity,variencedensity,mindensity,maxdensity,meanatomic_radius,varienceatomic_radius,minatomic_radius,maxatomic_radius,meancovalent_radius,variencecovalent_radius,mincovalent_radius,maxcovalent_radius,meancovalent_sphere_volume,meanatomic_volume,varienceatomic_volume,minatomic_volume,maxatomic_volume,meannvalence,variencenvalence,minnvalence,maxnvalence,Packing Fraction,LLD_atomic,LLD_covalent
Mg10.5Ba,Mg,5.1,1.834334036,,,,34.133,1014.190632,24.305,137.327,1.273478261,0.01400529301,0.89,1.31,15.82608696,153.7088847,12,56,3.723554413,0.104084487,2.678142,3.8231175,1.903478261,0.2806139887,1.74,3.62,155.6521739,335.4442344,150,215,143.9565217,257.9546314,139,196,13013855.61,16.17391304,49.62192817,14,39,2,0,2,2,0.4368938544,0.1176670797,0.1115681727
Mg10.8Ba,Mg,4.9,1.745818763,,12,375,33.88313559,990.7993596,24.305,137.327,1.27440678,0.01368227521,0.89,1.31,15.72881356,150.163746,12,56,3.726085678,0.1016838845,2.678142,3.8231175,1.899322034,0.2741419132,1.74,3.62,155.5084746,327.7075553,150,215,143.8305085,252.0051709,139,196,12968998.97,16.11864407,48.47744901,14,39,2,0,2,2,0.4376409579,0.1164096989,0.110370678
Mg11CeCo,Mg,4.3,1.612039253,,,,35.87724569,990.0292482,24.305,140.116,1.339230769,0.0269147929,1.12,1.88,16.69230769,158.0591716,12,58,3.801555825,0.05586904098,3.0943,4.27163323,2.674615385,4.972286391,1.74,8.86,151.5384615,109.1715976,135,185,138.6923077,104.5207101,111,163,11354903.86,13.97692308,7.867928994,6.7,21,2.692307692,3.597633136,2,9,0.5095915245,0.06894963303,0.07371380023
Mg11CeCr,Mg,4.3,1.588062479,,,,35.34362308,968.8399344,24.305,140.116,1.322307692,0.01204852071,1.12,1.66,16.46153846,153.9408284,12,58,3.758834423,0.03760572773,3.0943,3.8231175,2.543076923,3.55268284,1.74,7.15,151.9230769,98.22485207,140,185,139.5384615,66.24852071,122,163,11499325.93,14.01769231,7.294525444,7.23,21,2.461538462,1.325443787,2,6,0.4981008751,0.06523594292,0.05833029357
Mg11CeFe,Mg,4,1.484987179,,,,35.63969231,979.7523904,24.305,140.116,1.335384615,0.02293254438,1.12,1.83,16.61538462,156.5443787,12,58,3.782717415,0.04241664752,3.0943,4.0267339,2.598461538,4.099797633,1.74,7.87,151.9230769,98.22485207,140,185,139.0769231,84.99408284,116,163,11417176.67,14.00769231,7.43147929,7.1,21,2.615384615,2.698224852,2,8,0.5011151808,0.06523594292,0.0662886649
Mg11CeMn,Mg,4.1,1.520716355,,,,35.56992646,976.9915169,24.305,140.116,1.313846154,0.007192899408,1.12,1.55,16.53846154,155.1715976,12,58,3.758892423,0.03760082888,3.0943,3.8231175,2.554615385,3.660594083,1.74,7.3,151.9230769,98.22485207,140,185,139.3076923,74.98224852,119,163,11457216.02,14.03,7.129261538,7.39,21,2.538461538,1.940828402,2,7,0.4953568226,0.06523594292,0.06215901614
Mg11CeNi,Mg,4.5,1.689681675,,,,35.8588,989.1827652,24.305,140.116,1.341538462,0.02947455621,1.12,1.91,16.76923077,159.7159763,12,58,3.811271615,0.06613614658,3.0943,4.3979385,2.677692308,5.010463905,1.74,8.9,151.5384615,109.1715976,135,185,138.6153846,108.852071,110,163,11343100.81,13.96923077,7.980591716,6.6,21,2.769230769,4.639053254,2,10,0.5099096161,0.06894963303,0.07526739993
Mg11CeV,Mg,3.9,1.431048387,,,,35.2625,966.2171055,24.305,140.116,1.32,0.01055384615,1.12,1.63,16.38461538,152.852071,12,58,3.752629692,0.03859609965,3.0943,3.8231175,2.454615385,2.83151716,1.74,6.77,151.5384615,109.1715976,135,185,140.4615385,44.09467456,134,163,11689515.05,14.10384615,6.214023669,8.35,21,2.384615385,0.8520710059,2,5,0.489850255,0.06894963303,0.04727544766
Mg11CeZn,Mg,4.2,1.594647663,,,,36.37315385,1015.847612,24.305,140.116,1.321538462,0.01153609467,1.12,1.65,16.92307692,163.4556213,12,58,3.834284,0.09949219271,3.0943,4.6970995,2.541846154,3.541360899,1.74,7.134,151.5384615,109.1715976,135,185,139.2307692,78.17751479,118,163,11443642.09,14.16923077,5.512899408,9.2,21,2.923076923,7.147928994,2,12,0.4814254657,0.06894963303,0.06350467644
Mg12Ce,Mg,3.8,1.311969295,65,9,341,33.21353846,952.3446902,24.305,140.116,1.295384615,0.002563313609,1.12,1.31,15.53846154,150.2485207,12,58,3.767054615,0.03771656438,3.0943,3.8231175,2.126923077,1.796513609,1.74,6.77,152.6923077,86.98224852,150,185,140.8461538,40.89940828,139,163,11779578.87,14.53846154,3.479289941,14,21,2.153846154,0.2840236686,2,4,0.4541119104,0.06107987734,0.04540602882
Mg12Ce,Mg,4.6,1.601491372,,,,33.21353846,952.3446902,24.305,140.116,1.295384615,0.002563313609,1.12,1.31,15.53846154,150.2485207,12,58,3.767054615,0.03771656438,3.0943,3.8231175,2.126923077,1.796513609,1.74,6.77,152.6923077,86.98224852,150,185,140.8461538,40.89940828,139,163,11779578.87,14.53846154,3.479289941,14,21,2.153846154,0.2840236686,2,4,0.4541119104,0.06107987734,0.04540602882
Mg12Ce,Mg,6,2.120013093,,3,325,33.21353846,952.3446902,24.305,140.116,1.295384615,0.002563313609,1.12,1.31,15.53846154,150.2485207,12,58,3.767054615,0.03771656438,3.0943,3.8231175,2.126923077,1.796513609,1.74,6.77,152.6923077,86.98224852,150,185,140.8461538,40.89940828,139,163,11779578.87,14.53846154,3.479289941,14,21,2.153846154,0.2840236686,2,4,0.4541119104,0.06107987734,0.04540602882
Mg12La,Mg,3.4,1.165729095,,0.8,400,33.12042077,932.5397201,24.305,138.90547,1.293846154,0.003131360947,1.1,1.31,15.46153846,143.7869822,12,57,3.761604615,0.04540601968,3.02345,3.8231175,2.079230769,1.380930178,1.74,6.15,153.4615385,143.7869822,150,195,142.1538462,119.3609467,139,180,12263304.55,14.65384615,5.130177515,14,22.5,2.076923077,0.07100591716,2,3,0.4634585015,0.07813763042,0.0768550683
Mg12Nd,Mg,5.4,1.914027322,,,,33.53092308,1021.411879,24.305,144.242,1.296923077,0.002052071006,1.14,1.31,15.69230769,163.5976331,12,60,3.815223846,0.0007477172525,3.7205,3.8231175,2.145384615,1.972040237,1.74,7.01,152.6923077,86.98224852,150,185,141.6923077,86.98224852,139,174,12081583.24,14.50769231,3.093017751,14,20.6,2.307692308,1.136094675,2,6,0.4653502957,0.06107987734,0.06582169193
Mg12Pr,Mg,5.3,1.862244008,,,,33.27443538,965.4092534,24.305,140.90766,1.296153846,0.002300591716,1.13,1.31,15.61538462,156.852071,12,59,3.776531538,0.02604302175,3.2175,3.8231175,2.127153846,1.798657207,1.74,6.773,152.6923077,86.98224852,150,185,141.8461538,97.20710059,139,176,12140790.82,14.52307692,3.283313609,14,20.8,2.230769231,0.6390532544,2,5,0.4672310262,0.06107987734,0.06950746191
Mg14Al12Ti3,Mg,3.8,1.100103217,73,4.2,337,27.84998145,47.82861798,24.305,47.867,1.457931034,0.02083020214,1.31,1.61,13.44827586,8.661117717,12,22,3.530893634,0.08463945733,3.2092992,3.8231175,2.42337931,0.7058019596,1.74,4.506,138.6206897,139.4768133,125,150,133.3103448,38.48989298,126,139,9988032.447,11.99310345,3.788917955,10,14,2.620689655,0.4423305589,2,4,0.5232062477,0.08519673527,0.04653819125
Mg16La1.6Ca.4Ni,Mg,3.4,1.270514001,,,,36.09754484,1034.373014,24.305,138.90547,1.317368421,0.0246299169,1,1.91,16.8,162.3073684,12,57,3.770151555,0.08041220731,3.02345,4.3979385,2.484,3.783230316,1.54,8.9,153.6315789,188.1274238,135,195,141.6,200.6189474,110,180,12264819.25,14.66105263,13.851641,6.6,29.9,2.505263158,3.19734072,2,10,0.508079381,0.08927822767,0.1000282614
Mg16La1.8Ca.2Ni,Mg,3.2,1.227696992,,,,37.137834,1144.381606,24.305,138.90547,1.318421053,0.02406592798,1,1.91,17.18947368,179.0588366,12,57,3.769673633,0.08110401035,3.02345,4.3979385,2.532526316,3.912964144,1.54,8.9,153.7894737,198.7977839,135,195,141.6947368,207.0331302,110,180,12301494.93,14.58315789,12.04792687,6.6,29.9,2.515789474,3.197119114,2,10,0.5050004668,0.09168096139,0.1015467914
Mg16La2Ni,Mg,3.9,1.549372324,,,,38.17812316,1252.225796,24.305,138.90547,1.319473684,0.02349972299,1.1,1.91,17.57894737,195.5069252,12,57,3.769195711,0.08179535658,3.02345,4.3979385,2.581052632,4.037988366,1.74,8.9,153.9473684,209.4182825,135,195,141.7894737,213.4293629,110,180,12338170.62,14.50526316,10.23207756,6.6,22.5,2.526315789,3.1966759,2,10,0.5021454695,0.09400155272,0.103034601
Mg17Al10Ti2,Mg,4.1,1.148038898,,2,304,26.85290983,34.26588901,24.305,47.867,1.429310345,0.02044780024,1.31,1.61,13.03448276,6.171224732,12,22,3.585969293,0.08310122954,3.2092992,3.8231175,2.261793103,0.5731634055,1.74,4.506,140.6896552,135.7312723,125,150,134.3103448,36.90368609,126,139,10210565.39,12.3862069,3.710154578,10,14,2.482758621,0.3876337693,2,4,0.5177353328,0.08280904856,0.0452298773
Mg17Al11Ti,Mg,4.7,1.288812078,,2.2,304,26.1327215,18.52047846,24.305,47.867,1.431724138,0.02114530321,1.31,1.61,12.72413793,3.303210464,12,22,3.577546507,0.08731815305,3.2092992,3.8231175,2.199517241,0.4022354911,1.74,4.506,140.1724138,143.9357907,125,150,133.9655172,39.06777646,126,139,10136166.7,12.36551724,3.796052319,10,14,2.448275862,0.3162901308,2,4,0.5135857511,0.08558976756,0.04665694748
Mg17Al12,Mg,3.3,0.8672322592,,,,25.41253317,1.737725448,24.305,26.9815385,1.434137931,0.02183115339,1.31,1.61,12.4137931,0.242568371,12,13,3.569123721,0.0913931899,3.2092992,3.8231175,2.137241379,0.2235510107,1.74,2.7,139.6551724,151.6052319,125,150,133.6206897,40.9940547,126,139,10061768.01,12.34482759,3.881093936,10,14,2.413793103,0.242568371,2,3,0.5094204867,0.08816578307,0.04791668107
Mg17Al12,Mg,4.4,1.169614497,70,,,25.41253317,1.737725448,24.305,26.9815385,1.434137931,0.02183115339,1.31,1.61,12.4137931,0.242568371,12,13,3.569123721,0.0913931899,3.2092992,3.8231175,2.137241379,0.2235510107,1.74,2.7,139.6551724,151.6052319,125,150,133.6206897,40.9940547,126,139,10061768.01,12.34482759,3.881093936,10,14,2.413793103,0.242568371,2,3,0.5094204867,0.08816578307,0.04791668107
Mg17Al9Ti3,Mg,4.6,1.329520456,,4.2,337,27.57309816,48.97395711,24.305,47.867,1.426896552,0.01973864447,1.31,1.61,13.34482759,8.846611177,12,22,3.594392079,0.07874241938,3.2092992,3.8231175,2.324068966,0.7363347539,1.74,4.506,141.2068966,126.9916766,125,150,134.6551724,34.50178359,126,139,10284964.08,12.40689655,3.623400713,10,14,2.517241379,0.4565992866,2,4,0.5218704606,0.07980529738,0.0436212125
Mg17Ba2,Mg,3.9,1.469177994,,7,352,36.20205263,1203.088821,24.305,137.327,1.265789474,0.01661385042,0.89,1.31,16.63157895,182.3379501,12,56,3.702593763,0.1234707547,2.678142,3.8231175,1.937894737,0.3328797784,1.74,3.62,156.8421053,397.9224377,150,215,145,306,139,196,13385300.04,16.63157895,58.86426593,14,39,2,0,2,2,0.4313418432,0.1271851923,0.120640384
Mg17Ce2,Mg,5.1,1.961303699,,,,36.49563158,1263.197735,24.305,140.116,1.29,0.0034,1.12,1.31,16.84210526,199.2908587,12,58,3.746399868,0.05002755746,3.0943,3.8231175,2.269473684,2.382910249,1.74,6.77,153.6842105,115.3739612,150,185,141.5263158,54.24930748,139,163,11974873.09,14.73684211,4.614958449,14,21,2.210526316,0.3767313019,2,4,0.4482823895,0.06989154668,0.05204270936
Mg17La1.6Ca.4,Mg,3.9,1.391485466,,,,34.28762905,1011.544137,24.305,138.90547,1.285789474,0.005150692521,1,1.31,15.95789474,156.2087535,12,57,3.739897818,0.05890159991,3.02345,3.8231175,2.107157895,1.503771922,1.54,6.15,154.4210526,169.9279778,150,195,143.1263158,146.0893075,139,180,12563462.14,15.05052632,10.30292078,14,29.9,2.084210526,0.07711911357,2,3,0.4647992846,0.08441622675,0.08444806891
Mg17La1.8Ca.2,Mg,3.3,1.205606309,,,,35.32791821,1125.318401,24.305,138.90547,1.286842105,0.004653185596,1,1.31,16.34736842,173.6161773,12,57,3.739419896,0.0595644851,3.02345,3.8231175,2.155684211,1.670079269,1.54,6.15,154.5789474,180.3490305,150,195,143.2210526,152.2142936,139,180,12600137.82,14.97263158,8.559882548,14,29.9,2.094736842,0.08576177285,2,3,0.4628485219,0.08687734903,0.0861431715
Mg17La2,Mg,1.7,0.6289517042,,1,265,36.36820737,1236.928262,24.305,138.90547,1.287894737,0.004153462604,1.1,1.31,16.73684211,190.7202216,12,57,3.738941974,0.06022691346,3.02345,3.8231175,2.204210526,1.831677008,1.74,6.15,154.7368421,190.7202216,150,195,143.3157895,158.3213296,139,180,12636813.5,14.89473684,6.804709141,14,22.5,2.105263158,0.09418282548,2,3,0.4610682794,0.0892492637,0.08779619085
Mg17La2,Mg,1.7,0.6289517042,,4,100,36.36820737,1236.928262,24.305,138.90547,1.287894737,0.004153462604,1.1,1.31,16.73684211,190.7202216,12,57,3.738941974,0.06022691346,3.02345,3.8231175,2.204210526,1.831677008,1.74,6.15,154.7368421,190.7202216,150,195,143.3157895,158.3213296,139,180,12636813.5,14.89473684,6.804709141,14,22.5,2.105263158,0.09418282548,2,3,0.4610682794,0.0892492637,0.08779619085
Mg17La2,Mg,4.5,1.713685164,,,,36.36820737,1236.928262,24.305,138.90547,1.287894737,0.004153462604,1.1,1.31,16.73684211,190.7202216,12,57,3.738941974,0.06022691346,3.02345,3.8231175,2.204210526,1.831677008,1.74,6.15,154.7368421,190.7202216,150,195,143.3157895,158.3213296,139,180,12636813.5,14.89473684,6.804709141,14,22.5,2.105263158,0.09418282548,2,3,0.4610682794,0.0892492637,0.08779619085
Mg17La2,Mg,4.9,1.873861368,,0.8,290,36.36820737,1236.928262,24.305,138.90547,1.287894737,0.004153462604,1.1,1.31,16.73684211,190.7202216,12,57,3.738941974,0.06022691346,3.02345,3.8231175,2.204210526,1.831677008,1.74,6.15,154.7368421,190.7202216,150,195,143.3157895,158.3213296,139,180,12636813.5,14.89473684,6.804709141,14,22.5,2.105263158,0.09418282548,2,3,0.4610682794,0.0892492637,0.08779619085
Mg17La2,Mg,5.5,2.116668154,,,,36.36820737,1236.928262,24.305,138.90547,1.287894737,0.004153462604,1.1,1.31,16.73684211,190.7202216,12,57,3.738941974,0.06022691346,3.02345,3.8231175,2.204210526,1.831677008,1.74,6.15,154.7368421,190.7202216,150,195,143.3157895,158.3213296,139,180,12636813.5,14.89473684,6.804709141,14,22.5,2.105263158,0.09418282548,2,3,0.4610682794,0.0892492637,0.08779619085
Mg17La2,Mg,6.05,2.341965456,,,25,36.36820737,1236.928262,24.305,138.90547,1.287894737,0.004153462604,1.1,1.31,16.73684211,190.7202216,12,57,3.738941974,0.06022691346,3.02345,3.8231175,2.204210526,1.831677008,1.74,6.15,154.7368421,190.7202216,150,195,143.3157895,158.3213296,139,180,12636813.5,14.89473684,6.804709141,14,22.5,2.105263158,0.09418282548,2,3,0.4610682794,0.0892492637,0.08779619085
Mg2.23Ni,Mg,3.9,1.418429735,67.3,4.9,323,34.95156347,252.7689695,24.305,58.6934,1.495758514,0.07694888286,1.31,1.91,16.95356037,54.71920559,12,28,4.001080658,0.07062607482,3.8231175,4.3979385,3.956718266,10.95786291,1.74,8.9,145.3560372,48.09305179,135,150,130.0216718,179.7611402,110,139,9492771.713,11.70897833,11.70478007,6.6,14,4.476780186,13.6798014,2,10,0.6469311282,0.04770985471,0.1031174491
Mg2.42Ni,Mg,3.9,1.394426036,63.1,3.2,301,34.36008772,244.6735895,24.305,58.6934,1.485438596,0.07448445676,1.31,1.91,16.67836257,52.9667248,12,28,3.991193816,0.06836414799,3.8231175,4.3979385,3.833567251,10.60691768,1.74,8.9,145.6140351,46.55278547,135,150,130.5204678,174.003967,110,139,9590367.427,11.83625731,11.32991348,6.6,14,4.339181287,13.2416812,2,10,0.6441404317,0.04685647345,0.1010650402
Mg2Al3,Mg,1.9,0.5018425473,,14,350,25.9109231,1.719326002,24.305,26.9815385,1.49,0.0216,1.31,1.61,12.6,0.24,12,13,3.45482652,0.0904254973,3.2092992,3.8231175,2.316,0.221184,1.74,2.7,135,150,125,150,131.2,40.56,126,139,9527291.061,11.6,3.84,10,14,2.6,0.24,2,3,0.5126507465,0.09072184233,0.04854171746
Mg2Al3,Mg,2.3,0.6099807895,,10,326,25.9109231,1.719326002,24.305,26.9815385,1.49,0.0216,1.31,1.61,12.6,0.24,12,13,3.45482652,0.0904254973,3.2092992,3.8231175,2.316,0.221184,1.74,2.7,135,150,125,150,131.2,40.56,126,139,9527291.061,11.6,3.84,10,14,2.6,0.24,2,3,0.5126507465,0.09072184233,0.04854171746
Mg2Al3,Mg,3.3,0.8842403953,,,,25.9109231,1.719326002,24.305,26.9815385,1.49,0.0216,1.31,1.61,12.6,0.24,12,13,3.45482652,0.0904254973,3.2092992,3.8231175,2.316,0.221184,1.74,2.7,135,150,125,150,131.2,40.56,126,139,9527291.061,11.6,3.84,10,14,2.6,0.24,2,3,0.5126507465,0.09072184233,0.04854171746
Mg2Al3,Mg,2.6,0.6916673517,63.2,11,335,25.9109231,1.719326002,24.305,26.9815385,1.49,0.0216,1.31,1.61,12.6,0.24,12,13,3.45482652,0.0904254973,3.2092992,3.8231175,2.316,0.221184,1.74,2.7,135,150,125,150,131.2,40.56,126,139,9527291.061,11.6,3.84,10,14,2.6,0.24,2,3,0.5126507465,0.09072184233,0.04854171746
Mg2AlLi.28,Mg,3.8,0.933750844,,15,352,23.63863979,27.48156204,6.94,26.9815385,1.373292683,0.03272940214,0.98,1.61,11.53658537,7.004759072,3,13,3.566128392,0.1059796392,3.004881881,3.8231175,1.929731707,0.3691366597,0.534,2.7,141.9512195,127.9000595,125,150,134.5243902,34.56647829,126,139,10255323.57,12.70365854,3.266693932,10,14,2.219512195,0.3420582986,1,3,0.5039881309,0.07967026199,0.04370453816
Mg2Ca,Mg,5.9,1.853557209,,,,29.56266667,55.28611756,24.305,40.078,1.206666667,0.02135555556,1,1.31,14.66666667,14.22222222,12,20,3.571695867,0.1264256754,3.0688526,3.8231175,1.673333333,0.008888888889,1.54,1.74,160,200,150,180,149.6666667,227.5555556,139,171,14481274.66,19.3,56.18,14,29.9,2,0,2,2,0.4934488462,0.08838834765,0.1007902762
Mg2Ca,Mg,5.9,1.853557209,,,,29.56266667,55.28611756,24.305,40.078,1.206666667,0.02135555556,1,1.31,14.66666667,14.22222222,12,20,3.571695867,0.1264256754,3.0688526,3.8231175,1.673333333,0.008888888889,1.54,1.74,160,200,150,180,149.6666667,227.5555556,139,171,14481274.66,19.3,56.18,14,29.9,2,0,2,2,0.4934488462,0.08838834765,0.1007902762
Mg2Ca,Mg,1.4,0.4197538878,,,,29.56266667,55.28611756,24.305,40.078,1.206666667,0.02135555556,1,1.31,14.66666667,14.22222222,12,20,3.571695867,0.1264256754,3.0688526,3.8231175,1.673333333,0.008888888889,1.54,1.74,160,200,150,180,149.6666667,227.5555556,139,171,14481274.66,19.3,56.18,14,29.9,2,0,2,2,0.4934488462,0.08838834765,0.1007902762
Mg2Ca,Mg,4.9,1.523207851,,,,29.56266667,55.28611756,24.305,40.078,1.206666667,0.02135555556,1,1.31,14.66666667,14.22222222,12,20,3.571695867,0.1264256754,3.0688526,3.8231175,1.673333333,0.008888888889,1.54,1.74,160,200,150,180,149.6666667,227.5555556,139,171,14481274.66,19.3,56.18,14,29.9,2,0,2,2,0.4934488462,0.08838834765,0.1007902762
Mg2Ce,Mg,3.6,2.349286307,,,,62.90866667,2980.48616,24.305,140.116,1.246666667,0.008022222222,1.12,1.31,27.33333333,470.2222222,12,58,3.580178333,0.1180388774,3.0943,3.8231175,3.416666667,5.622422222,1.74,6.77,161.6666667,272.2222222,150,185,147,128,139,163,13546526.58,16.33333333,10.88888889,14,21,2.666666667,0.8888888889,2,4,0.4429111106,0.1020566488,0.07696400339
Mg2Co,Mg,4.5,1.689160115,,,,35.84773133,266.4692933,24.305,58.933194,1.5,0.0722,1.31,1.88,17,50,12,27,3.972622743,0.04470363557,3.8231175,4.27163323,4.113333333,11.26542222,1.74,8.86,145,50,135,150,129.6666667,174.2222222,111,139,9409236.153,11.56666667,11.84222222,6.7,14,4.333333333,10.88888889,2,9,0.6499547003,0.04876598491,0.1017942924
Mg2Co,Mg,4.5,1.689160115,76,16,450,35.84773133,266.4692933,24.305,58.933194,1.5,0.0722,1.31,1.88,17,50,12,27,3.972622743,0.04470363557,3.8231175,4.27163323,4.113333333,11.26542222,1.74,8.86,145,50,135,150,129.6666667,174.2222222,111,139,9409236.153,11.56666667,11.84222222,6.7,14,4.333333333,10.88888889,2,9,0.6499547003,0.04876598491,0.1017942924
Mg2Co,Mg,4.2,1.571612438,108,5.7,418,35.84773133,266.4692933,24.305,58.933194,1.5,0.0722,1.31,1.88,17,50,12,27,3.972622743,0.04470363557,3.8231175,4.27163323,4.113333333,11.26542222,1.74,8.86,145,50,135,150,129.6666667,174.2222222,111,139,9409236.153,11.56666667,11.84222222,6.7,14,4.333333333,10.88888889,2,9,0.6499547003,0.04876598491,0.1017942924
Mg2Cu,Mg,2.6,0.9979657769,,,,37.38533333,342.1902402,24.305,63.546,1.506666667,0.07735555556,1.31,1.9,17.66666667,64.22222222,12,29,4.042308333,0.09608924283,3.8231175,4.48069,4.146666667,11.58408889,1.74,8.96,145,50,135,150,130,162,112,139,9461312.589,11.7,10.58,7.1,14,5,18,2,11,0.6317507277,0.04876598491,0.09790709278
Mg.59Al.36La.05,Mg,3,0.9587188874,,1.9,310,30.99857736,614.4383973,24.305,138.90547,1.4075,0.02509875,1.1,1.61,14.61,94.7979,12,57,3.562159537,0.09951259302,3.02345,3.8231175,2.3061,0.98371179,1.74,6.15,143.25,280.6875,125,195,136.37,137.9731,126,180,10875148.96,12.985,8.342275,10,22.5,2.41,0.2419,2,3,0.4870438663,0.1169544916,0.08613474466
Mg.59Al.36Li.05,Mg,1.8,0.4472560789,,0.7,310,24.40030386,17.64706743,6.94,26.9815385,1.4015,0.02947275,0.98,1.61,11.91,4.4019,3,13,3.561231131,0.1005292521,3.004881881,3.8231175,2.0253,0.32310171,0.534,2.7,140.75,140.6875,125,150,134.02,37.8396,126,139,10146432.87,12.515,3.595275,10,14,2.31,0.3139,1,3,0.5069953846,0.08427123385,0.04589904557
Mg.59Al.36Ni.05,Mg,3.4,0.9498872787,,1.8,310,26.98797386,54.508743,24.305,58.6934,1.448,0.031356,1.31,1.91,13.16,11.8144,12,28,3.630883962,0.1152054719,3.2092992,4.3979385,2.4436,2.40000304,1.74,8.9,140.25,141.1875,125,150,132.87,65.3131,110,139,9932461.721,12.19,5.2219,6.6,14,2.76,2.9824,2,10,0.5413937363,0.0847218156,0.06082375298
Mg.59Al.36Si.05,Mg,0.6,0.1536673271,,0.4,310,25.45755386,1.965028603,24.305,28.085,1.4475,0.03089875,1.31,1.9,12.46,0.3484,12,14,3.64951714,0.1503875094,3.2092992,4.77060205,2.11508,0.2084724016,1.74,2.7,139,184,110,150,133.17,53.3011,116,139,9980611.027,12.465,3.584275,10,14,2.46,0.3484,2,4,0.4991875541,0.09758748177,0.05482285976
Mg.59Al.36Sn.05,Mg,0.5,0.1506975068,,0.5,310,29.98880386,415.8885639,24.305,118.71,1.4505,0.03378475,1.31,1.96,14.26,67.4524,12,50,3.622386637,0.1035415346,3.2092992,4.227992,2.36295,1.482169748,1.74,7.287,140.75,140.6875,125,150,134.37,39.4531,126,140,10228399.75,12.675,4.268875,10,16.3,2.46,0.3484,2,4,0.4851762936,0.08427123385,0.04674533209
Mg.59Al.36Y.05,Mg,2,0.5816039971,,2.2,310,28.49859586,193.6561692,24.305,88.90584,1.4135,0.02209275,1.22,1.61,13.71,33.8859,12,39,3.574093537,0.08936066056,3.2092992,3.8231175,2.2221,0.47200059,1.74,4.47,142.5,213.75,125,180,135.52,77.5296,126,163,10560727.26,12.85,6.1195,10,19.8,2.41,0.2419,2,3,0.4957131672,0.1025978352,0.06497261982
Mg.62Al.38,Mg,2.3,0.596118676,,1.4,310,25.32208463,1.687805025,24.305,26.9815385,1.424,0.021204,1.31,1.61,12.38,0.2356,12,13,3.589866546,0.08876769652,3.2092992,3.8231175,2.1048,0.21712896,1.74,2.7,140.5,147.25,125,150,134.06,39.8164,126,139,10158765.68,12.48,3.7696,10,14,2.38,0.2356,2,3,0.508333596,0.08636769466,0.04706865412
Mg.675Li.2Si.125,Mg,1.6,0.3464146341,,0.4,310,21.3045,53.09169475,6.94,28.085,1.31775,0.0652324375,0.98,1.9,10.45,14.2975,3,14,3.777905945,0.2440736926,3.004881881,4.77060205,1.5725,0.30628447,0.534,2.3296,144,169,110,150,134.925,56.719375,116,139,10381632.63,13.5825,0.43894375,12.1,14,2.05,0.6975,1,4,0.4612978769,0.09027777778,0.05581787408
Mg.67Li.11Ni.11Sn.06Cu.06,Mg,1.7,0.5896976602,,2,310,34.0984,686.6449472,6.94,118.71,1.413069307,0.08622325262,0.98,1.96,16.02970297,123.4149593,3,50,3.85972266,0.142988434,3.004881881,4.48069,3.146891089,8.687053998,0.534,8.96,146.6336634,30.74698559,135,150,133.6435644,110.1897853,110,140,10175444.33,12.82277228,7.808887364,6.6,16.3,3.415841584,10.12410548,1,11,0.5653242115,0.03781530325,0.07854573689
Mg.6Al.4,Mg,1,0.2563193475,,0.7,310,25.3756154,1.719326002,24.305,26.9815385,1.43,0.0216,1.31,1.61,12.4,0.24,12,13,3.57759018,0.0904254973,3.2092992,3.8231175,2.124,0.221184,1.74,2.7,140,150,125,150,133.8,40.56,126,139,10101358.89,12.4,3.84,10,14,2.4,0.24,2,3,0.5089958271,0.08748177653,0.04759845539
Mg.725Li.1Ni.1Sn.025Zn.025Cu.025,Mg,1.4,0.431293215,,1.8,310,30.375365,415.04409,6.94,118.71,1.3765,0.06462275,0.98,1.96,14.525,78.749375,3,50,3.847186763,0.1334177789,3.004881881,4.6970995,2.789425,6.970531894,0.534,8.96,147.125,28.609375,135,150,134.325,95.119375,110,140,10305414.45,12.935,6.321275,6.6,16.3,3.225,9.624375,1,12,0.5697116983,0.03635529804,0.07260685822
Mg.725Li.1Ni.1Sn.05Cu.025,Mg,1.5,0.4828723096,,2,310,31.708615,577.7086162,6.94,118.71,1.38425,0.0712044375,0.98,1.96,15.025,103.974375,3,50,3.835459076,0.1188467645,3.004881881,4.48069,2.79325,7.004338488,0.534,8.96,147.375,24.984375,135,150,134.875,88.959375,110,140,10420707.55,13.1125,6.22409375,6.6,16.3,3.025,7.674375,1,11,0.5526195356,0.03391645297,0.06993014099
Mg.72Li.28,Mg,5.5,1.131591534,,1.5,350,19.4428,60.79111416,6.94,24.305,1.2176,0.02195424,0.98,1.31,9.48,16.3296,3,12,3.594011527,0.1349731211,3.004881881,3.8231175,1.40232,0.2932142976,0.534,1.74,148.6,5.04,145,150,137.32,7.2576,133,139,10858952.87,13.748,0.163296,13.1,14,1.72,0.2016,1,2,0.4714902961,0.01510763413,0.0196183609
